symbol,date,quantity,t_price,c_price,proceeds,commissions,basis,realized_profit_loss,mtm_profit_loss
DHI,"2024-07-01, 10:20:52",20,138.87,137.02,-2777.4,-0.32225725,2777.722257,0,-37
